img_id,img_hash,base_name,img_path,mask_path,raw_img,raw_mask,height,width,label,split
250820fc72fd43599e490ed2a5f52523.png,8274683946477970018,malignant (185),images/250820fc72fd43599e490ed2a5f52523.png,masks/250820fc72fd43599e490ed2a5f52523.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (185).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (185)_mask.png,512,512,malignant,val
1758e9448a16454389e8a59e6585b719.png,11164622024909018141,malignant (5),images/1758e9448a16454389e8a59e6585b719.png,masks/1758e9448a16454389e8a59e6585b719.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (5).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (5)_mask.png,512,512,malignant,val
82bb38642ea74f3a9a815f4bac56003f.png,13084458355639532163,malignant (206),images/82bb38642ea74f3a9a815f4bac56003f.png,masks/82bb38642ea74f3a9a815f4bac56003f.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (206).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (206)_mask.png,512,512,malignant,val
1a7eefd536f94bbf9f4791dfa07f8dc5.png,7247552314863951006,malignant (74),images/1a7eefd536f94bbf9f4791dfa07f8dc5.png,masks/1a7eefd536f94bbf9f4791dfa07f8dc5.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (74).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (74)_mask.png,512,512,malignant,val
83a8fdf12c564cf2b1f346c13eebf2d5.png,15539626069707073102,malignant (136),images/83a8fdf12c564cf2b1f346c13eebf2d5.png,masks/83a8fdf12c564cf2b1f346c13eebf2d5.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (136).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (136)_mask.png,512,512,malignant,val
9ad0f957d0414cd1b6a698fef80da9af.png,17498073507529389607,malignant (178),images/9ad0f957d0414cd1b6a698fef80da9af.png,masks/9ad0f957d0414cd1b6a698fef80da9af.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (178).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (178)_mask.png,512,512,malignant,val
2838facf39334d76bab87cd4e02ac7fe.png,6043440195441170070,malignant (197),images/2838facf39334d76bab87cd4e02ac7fe.png,masks/2838facf39334d76bab87cd4e02ac7fe.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (197).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (197)_mask.png,512,512,malignant,val
71ce3a27469746c5920ae0caf37119d4.png,5347139230722877511,malignant (51),images/71ce3a27469746c5920ae0caf37119d4.png,masks/71ce3a27469746c5920ae0caf37119d4.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (51).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (51)_mask.png,512,512,malignant,val
ca559e15d9fb48c6a205223cdfb27a33.png,4967640326004106139,malignant (122),images/ca559e15d9fb48c6a205223cdfb27a33.png,masks/ca559e15d9fb48c6a205223cdfb27a33.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (122).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (122)_mask.png,512,512,malignant,val
cceef2590c4d48048cbce5077156b8cb.png,15902814213996416012,malignant (47),images/cceef2590c4d48048cbce5077156b8cb.png,masks/cceef2590c4d48048cbce5077156b8cb.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (47).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (47)_mask.png,512,512,malignant,val
